PRIMARY_SSIC_DESCRIPTION,PREDICTED_L1,CONFIDENCE
SHORT TERM ACCOMMODATION ACTIVITIES OTHER THAN HOTELS AND CHALETS,"Leisure, Travel & Tourism",0.505974292755127
MANUFACTURE OF SECONDARY BATTERIES,Semiconductors,0.27586695551872253
FROG FARMS,Farming,0.5023994445800781
WHOLESALE OF ELECTRONIC COMPONENTS,Wholesale,0.5544127225875854
MANUFACTURE OF BRASSIERES AND OTHER UNDERGARMENTS,Apparel & Fashion,0.5354961156845093
"EXECUTIVE, LEGISLATIVE AND OTHER GENERAL PUBLIC ADMINISTRATION (EG ISTANA, PARLIAMENT, TAX AUTHORITY)",Government Administration,0.6969772577285767
DUCK FARMS,Farming,0.47773486375808716
FOREIGN ARMED FORCES,Defense & Space,0.5261842608451843
"MANUFACTURE OF MADE-UP TEXTILE ARTICLES EXCEPT APPAREL N.E.C. (EG SCROLLS, FLAGS AND SAILS, BANNERS, CANVAS PRODUCTS, CUSHIONS, PILLOWS)",Textiles,0.672504723072052
MANUFACTURE OF JAMS (INCLUDING FRUIT JELLY),Food Production,0.4161340296268463
STALLS (INCLUDING PUSHCARTS) SELLING UNCOOKED FOOD,Food & Beverages,0.4097965359687805
"WHOLESALE OF LIVESTOCK, MEAT, POULTRY, EGGS AND SEAFOOD (INCLUDING FRESH AND FROZEN)",Wholesale,0.6147596836090088
"MANUFACTURE OF LUGGAGE, BAGS, BRIEF CASES AND THE LIKE",Logistics & Supply Chain,0.5128374695777893
PROCESSING OF COFFEE SEEDS,Food Production,0.34788018465042114
RETAIL SALE OF FOOTWEAR,Retail,0.5727102756500244
"RETAIL SALE OF AUDIO AND VIDEO EQUIPMENT (EG RADIO AND TELEVISION SETS, SOUND REPRODUCING AND RECORDING EQUIPMENT)",Business Supplies & Equipment,0.5616452693939209
OTHER PUBLISHING ACTIVITIES (EXCLUDING ONLINE MARKETPLACES),Publishing,0.6349229216575623
WHOLESALE ON A FEE OR COMMISSION BASIS (EXCLUDING ONLINE MARKETPLACES),Wholesale,0.6343218088150024
OTHER MONETARY INTERMEDIATION,Banking,0.5576938390731812
MANUFACTURE OF OTHER BIOLOGICAL PRODUCTS AND PREPARATIONS FOR HUMAN USE,Pharmaceuticals,0.5645397901535034
PRINTING OF CONTINUOUS AND FAN-FOLD FORMS,Printing,0.488921582698822
RENTING AND LEASING OF LAND TRANSPORT EQUIPMENT (EXCEPT CARS) WITHOUT DRIVER N.E.C. (EXCLUDING ONLINE MARKETPLACES),Business Supplies & Equipment,0.4097667634487152
RETAIL SALE OF COMPUTER GAMES (INCLUDING ELECTRONIC GAMES AND VIDEO GAME CONSOLES),Retail,0.4720681607723236
BANK/FINANCIAL HOLDING COMPANIES (INCLUDING INSURANCE HOLDING COMPANY),Banking,0.5676982402801514
MANUFACTURE OF COOKED-FOOD PREPARATIONS (EG FROZEN DINNERS),Food Production,0.45068472623825073
MANUFACTURE OF FURNITURE AND FIXTURES OF WOOD (INCLUDING UPHOLSTERY),Furniture,0.6178516745567322
MANUFACTURE OF PREPARED ANIMAL FEEDS (INCLUDING ADDITIVES FOR ANIMAL FEED),Food Production,0.5106949806213379
"RETAIL SALE OF SEWING AND CLOTHING ACCESSORIES (EG BUTTON, THREAD, LACE, ZIP, BELT, TIE)",Apparel & Fashion,0.587989330291748
MANUFACTURE OF HANDBAGS,Textiles,0.45661234855651855
MANUFACTURE OF COSTUME JEWELLERY AND RELATED ARTICLES,Luxury Goods & Jewelry,0.5997637510299683
ACCOUNTING AND AUDITING SERVICES (EXCLUDING ONLINE MARKETPLACES),Accounting,0.4838089942932129
"MANUFACTURE OF PAINTS, VARNISHES AND SIMILAR COATINGS AND MASTICS N.E.C.",Marketing & Advertising,0.42832642793655396
WHOLESALE OF HOUSEHOLD ELECTRICAL APPLIANCES AND EQUIPMENT (INCLUDING HOUSEHOLD AIR-CONDITIONERS),Wholesale,0.5929490327835083
"WHOLESALE OF CONSTRUCTION MATERIALS, HARDWARE, PLUMBING AND HEATING EQUIPMENT AND SUPPLIES N.E.C. (EG CEMENT, SAND)",Wholesale,0.5870015621185303
RENTING OF INDUSTRIAL MACHINERY AND EQUIPMENT,Business Supplies & Equipment,0.5860903263092041
WHOLESALE OF AGRICULTURAL RAW MATERIALS AND LIVE ANIMALS N.E.C. (EXCLUDING TROPICAL PRODUCE),Wholesale,0.5841618776321411
"MANUFACTURE OF CEMENT, LIME AND PLASTER",Building Materials,0.553867757320404
PROCESSING OF RUBBER (INCLUDING PROCESSING OF RUBBER LATEX),Paper & Forest Products,0.41602373123168945
HORSE-RACING AND OTHER BETTING ACTIVITIES,Gambling & Casinos,0.6731371879577637
"MOVIE, VIDEO, TELEVISION AND OTHER PROGRAMME DISTRIBUTION ACTIVITIES N.E.C.",Motion Pictures & Film,0.5724754333496094
MERCHANT BANKS,Banking,0.7046299576759338
FINANCE COMPANIES (WITH DEPOSIT TAKING FUNCTIONS),Banking,0.5037106275558472
MANUFACTURE OF VARNISHES AND LACQUERS (INCLUDING ENAMELS),Luxury Goods & Jewelry,0.3884725272655487
OTHER AMUSEMENT AND RECREATION ACTIVITIES N.E.C. (INCLUDING RECREATION PARKS/BEACHES AND RECREATIONAL FISHING),Recreational Facilities & Services,0.7266932725906372
MANUFACTURE OF STEEL STRUCTURAL COMPONENT,Building Materials,0.4632572829723358
ORNAMENTAL FISH FARMS,Fishery,0.5751105546951294
"MANUFACTURE OF OTHER TRANSPORT EQUIPMENT N.E.C. (EG CARTS, WAGONS)",Transportation/Trucking/Railroad,0.6026692390441895
MANUFACTURE OF NON-FERROUS METAL ALLOYS,Mining & Metals,0.4509648084640503
DEVELOPMENT OF COMPUTER GAMES,Computer Games,0.6249713897705078
BOOKBINDING (EG BOOK PACKAGING),Packaging & Containers,0.41141843795776367
"COLLECTION, PURIFICATION AND DISTRIBUTION OF WATER (INCLUDING DESALINATION OF WATER)",Utilities,0.4112127423286438
"MANUFACTURE OF PLUMBING, HEATING AND RELATED PRODUCTS (INCLUDING PARTS) EXCEPT ELECTRIC",Utilities,0.5011058449745178
CREDIT RATING AGENCIES,Financial Services,0.4828428030014038
MANUFACTURE OF INSTANT BEVERAGES,Food & Beverages,0.49732470512390137
RETAIL SALE OF OPTICAL AND PHOTOGRAPHIC GOODS N.E.C.,Retail,0.5389134883880615
RETAIL SALE OF HEALTH SUPPLEMENTS,Pharmaceuticals,0.4928664565086365
"MANUFACTURE OF PLASTIC SHEET, FILM AND ARTICLES THEREOF (EG POLYTHENE AND POLYPROPYLENE BAGS)",Plastics,0.5064736604690552
CORPORATE FINANCE ADVISORY SERVICES,Financial Services,0.6896740794181824
MANUFACTURE OF RUBBER AUTOMOTIVE PARTS,Automotive,0.45135360956192017
AIRLINES (PASSENGER),Airlines/Aviation,0.8264335989952087
MANUFACTURE OF BASIC PRECIOUS AND NON-FERROUS METALS N.E.C.,Mining & Metals,0.5982427597045898
OTHER SPECIALISED CONSTRUCTION AND RELATED ACTIVITIES N.E.C. (EXCLUDING ONLINE MARKETPLACES),Construction,0.5814989805221558
SATELLITE TELECOMMUNICATIONS NETWORK OPERATION,Telecommunications,0.5190508961677551
ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS OF DOMESTIC WORKERS,Individual & Family Services,0.35497987270355225
SINGLE/MULTIPLE FAMILY OFFICES ACTIVITIES (E.G. MANAGING INVESTMENTS AND TRUSTS FOR A SINGLE OR MULTIPLE FAMILIES),Individual & Family Services,0.42052915692329407
MANUFACTURE OF COMPUTERS AND PERIPHERAL EQUIPMENT N.E.C.,Consumer Electronics,0.5669583082199097
WHOLESALE OF BASIC INDUSTRIAL CHEMICALS (EXCEPT FERTILISERS),Wholesale,0.5660339593887329
MANUFACTURE OF PLYWOOD AND VENEER,Building Materials,0.44768255949020386
MANUFACTURE OF ICE-CREAM,Dairy,0.45832398533821106
"MANUFACTURE OF PARTS AND ACCESSORIES FOR MOTOR VEHICLES (EG ENGINE PARTS, BRAKES, CLUTCHES, AXLES, GEAR BOXES)",Automotive,0.577505886554718
MANUFACTURE AND REPAIR OF WELDING AND SOLDERING EQUIPMENT (INCLUDING ARC WELDING ELECTRODES),Mechanical or Industrial Engineering,0.3984762728214264
"MANUFACTURE OF ELECTRICAL MACHINERY, APPARATUS, APPLIANCES AND SUPPLIES (INCLUDING SOUND OR VISUAL SIGNALLING APPARATUS, ELECTRICAL INSULATORS EXCEPT PORCELAIN OR GLASS)",Electrical and Electronics,0.6463749408721924
MANUFACTURE OF VACCINES FOR HUMAN USE,Biotechnology,0.3726745843887329
RETAIL SALE OF COSMETICS AND TOILETRIES (INCLUDING SKIN CARE PRODUCTS),Luxury Goods & Jewelry,0.5929474234580994
LIGHTERAGE SERVICES,Facilities Services,0.47740980982780457
MANUFACTURE OF FOOTWEAR,Apparel & Fashion,0.4741866886615753
WHOLESALE OF STATIONERY,Wholesale,0.5722770690917969
MANUFACTURE OF MEDICAL RESEARCH AND CLINICAL DIAGNOSTIC INSTRUMENTS AND SUPPLIES (EG REAGENTS),Medical Devices,0.5488218069076538
MANUFACTURE OF OTHER RUBBER PRODUCTS N.E.C. (EXCEPT RUBBER FOOTWEAR AND TOYS),Sporting Goods,0.447278767824173
"OPERATORS AND CHARTERERS OF BARGES, TUGBOATS AND BUMBOATS (FREIGHT)",Shipbuilding,0.5469357371330261
"MANUFACTURE OF MOTOR VEHICLE BODIES (COACHWORK), TRAILERS AND SEMI-TRAILERS",Transportation/Trucking/Railroad,0.5451400279998779
"STOCK, SHARE AND BOND BROKERS AND DEALERS",Capital Markets,0.6173224449157715
MANUFACTURE AND REPAIR OF CONSTRUCTION MACHINERY AND PARTS,Construction,0.6113715767860413
LIFE INSURANCE,Insurance,0.7848227620124817
MANUFACTURE OF READY-MIX CONCRETE,Building Materials,0.5054473876953125
MANPOWER CONTRACTING SERVICES (EXCLUDING IT MANPOWER),Staffing & Recruiting,0.5578298568725586
SANDBLASTING/SHOTBLASTING WORKS (EXCEPT SHIPS),Shipbuilding,0.35342729091644287
RENTING OF VCDS AND DVDS,Motion Pictures & Film,0.3621314465999603
OCEAN FISHING EXCEPT FISHING IN KELONGS,Fishery,0.5150594711303711
"WHOLESALE OF LIFTS, ESCALATORS AND INDUSTRIAL AND OFFICE AIR-CONDITIONING EQUIPMENT",Business Supplies & Equipment,0.5994753241539001
SITE PREPARATION N.E.C.,Chemicals,0.4393579959869385
MANUFACTURE OF RUBBER FLOORINGS,Building Materials,0.38201358914375305
TRAINING COURSES FOR SPORTS AND GAMES,Professional Training & Coaching,0.6326342225074768
PROPERTY FUND MANAGEMENT (INCLUDING REIT MANAGEMENT AND DIRECT PROPERTY FUND MANAGEMENT),Commercial Real Estate,0.5869916677474976
"SOCIAL SERVICES FOR THE ELDERLY (EG BEFRIENDER SERVICES, MEAL SERVICES, DROP-IN CENTRES)",Individual & Family Services,0.5673170685768127
"MANUFACTURE OF TILES, PIPES AND CHANNELS (INCLUDING CLAY ROOFING, WALL AND FLOOR TILES, AND EARTHEN AND GLAZED PIPES)",Building Materials,0.5177603363990784
INSTALLATION OF AWNING AND WINDOW SHADES,Architecture & Planning,0.31789064407348633
ONLINE MARKETPLACES FOR EDUCATION SERVICES,E-Learning,0.450670063495636
COASTAL FISHING EXCEPT FISHING IN KELONGS,Fishery,0.5076515674591064
MUTUAL BENEFITS ORGANISATIONS,Civic & Social Organization,0.5015480518341064
DOG BREEDING,Veterinary,0.3495258092880249
MANUFACTURE OF OTHER PORCELAIN AND CERAMIC PRODUCTS N.E.C.,Luxury Goods & Jewelry,0.4276583194732666
GENERAL REINSURANCE,Insurance,0.6509426236152649
CONVENTION/CONFERENCE ORGANISERS,Events Services,0.5246800780296326
"WHOLESALE OF STRUCTURAL CLAY AND CONCRETE PRODUCTS (EG MOSAIC TILES, BRICKS)",Building Materials,0.47699710726737976
IRON AND STEEL AND NON-FERROUS FORGINGS,Mining & Metals,0.47667667269706726
FUND MANAGEMENT ACTIVITIES N.E.C.,Investment Management,0.6292955875396729
SILK SCREEN PRINTING (INCLUDING METAL PRINTING),Printing,0.4772636294364929
DATA CENTRES,Warehousing,0.5433334112167358
METAL PRODUCT SERVICES N.E.C.,Mining & Metals,0.5702463388442993
RESEARCH AND EXPERIMENTAL DEVELOPMENT ON BIOTECHNOLOGY (EXCLUDING MEDICAL SCIENCE),Biotechnology,0.6907440423965454
"MANUFACTURE OF FUR APPAREL AND ARTICLES OF FUR (EG FUR RUGS, MATS AND CUSHIONS)",Textiles,0.567851185798645
"MANUFACTURE OF PLUMBING FIXTURES AND FITTINGS OF VITREOUS CHINA, CHINA AND EARTHENWARE (EG SINKS, CLOSETS, BOWLS)",Business Supplies & Equipment,0.36798590421676636
MARINE INSURANCE,Insurance,0.6837078332901001
"MANUFACTURE AND REPAIR OF SEPARATION/MIXING EQUIPMENT (E.G. FILTERS, SEPARATORS, MIXERS)",Business Supplies & Equipment,0.4862697124481201
PRODUCTION OF PREFABRICATED PREFINISHED VOLUMETRIC CONSTRUCTION (PPVC) MODULES,Construction,0.3351902961730957
"SLITTING, SHEARING AND PASTING OF METAL SHEETING",Mechanical or Industrial Engineering,0.2966185212135315
SOCIAL ESCORT SERVICES,Consumer Services,0.4883780777454376
CHALETS,Hospitality,0.3569153845310211
OTHER SIGHT-SEEING CRUISE SERVICES (EG HARBOUR AND RIVER CRUISES),"Leisure, Travel & Tourism",0.6497844457626343
MANAGEMENT OF SELF-OWNED STRATA TITLED PROPERTY (I.E. MANAGEMENT CORPORATION STRATA TITLE),Non-Profit Organization Management,0.39613550901412964
SEMICONDUCTOR WAFER FABRICATION,Semiconductors,0.5787984132766724
GRADING AND PACKING OF RUBBER,Packaging & Containers,0.41745510697364807
COURIER ACTIVITIES OTHER THAN NATIONAL POST ACTIVITIES,Package/Freight Delivery,0.46814897656440735
GROWING OF FRUITS,Food Production,0.5832759141921997
MANUFACTURE AND REPAIR OF MARINE ENGINE,Shipbuilding,0.4863094687461853
PIG FARMS,Farming,0.5740905404090881
"PRODUCTION OF DRAMAS, VARIETY SHOWS AND DOCUMENTARIES (INCLUDING PRODUCTION OF TELEVISION PROGRAMME)",Media Production,0.5883244276046753
"MANUFACTURE OF DISCRETE DEVICES (EG DIODES, LIGHT-EMITTING DIODES, TRANSISTORS AND RECTIFIERS)",Consumer Electronics,0.5651842355728149
"DATA ANALYTICS, PROCESSING AND RELATED ACTIVITIES N.E.C.",Information Technology & Services,0.4394591450691223
"MANUFACTURE OF NON-CHOCOLATE CONFECTIONERY (EG SWEETS, TOFFEES, CRYSTALISED FRUITS, CHEWING GUMS)",Food & Beverages,0.38439905643463135
"WHOLESALE OF MEDICAL, PROFESSIONAL, SCIENTIFIC AND PRECISION EQUIPMENT",Business Supplies & Equipment,0.7055542469024658
WHOLESALE OF COSTUME JEWELLERY,Wholesale,0.6395851373672485
MANUFACTURE AND ASSEMBLY OF MOTORCYCLES AND SCOOTERS (INCLUDING ENGINES AND OTHER PARTS AND ACCESSORIES),Machinery,0.5011566281318665
MANUFACTURE AND REPAIR OF SEMICONDUCTOR ASSEMBLY AND TESTING EQUIPMENT (INCLUDING COMPUTER BURN-IN SYSTEM),Consumer Electronics,0.4774377942085266
MANUFACTURE AND REPAIR OF PACKAGING MACHINERY,Packaging & Containers,0.49550285935401917
"MANUFACTURE AND REPAIR OF PUMPS (EG HYDRAULIC PUMPS, DRAINAGE PUMPS)",Mechanical or Industrial Engineering,0.5143102407455444
"ACTIVITIES OF PROFESSIONAL MEMBERSHIP ORGANISATIONS (EG MEDICAL ASSOCIATIONS, LAW SOCIETIES, ACCOUNTANCY BODIES)",Civic & Social Organization,0.5667417645454407
"MOVIE, VIDEO, TELEVISION AND OTHER PROGRAMME POST-PRODUCTION ACTIVITIES (INCLUDING REMASTERING)",Motion Pictures & Film,0.6189420223236084
PUBLIC ORDER AND SAFETY ACTIVITIES N.E.C.,Civic & Social Organization,0.5061352252960205
MANICURE AND PEDICURE SERVICES,Consumer Services,0.49696993827819824
BOTANICAL AND ZOOLOGICAL GARDENS AND NATURE RESERVES ACTIVITIES,Recreational Facilities & Services,0.5253150463104248
REPAIR OF COMMUNICATIONS EQUIPMENT (E.G. MOBILE PHONES AND FAX MACHINES),Consumer Electronics,0.45706117153167725
"RESIDENTIAL CARE SERVICES FOR CHILDREN (EG CHILDREN. HOMES, ORPHANAGES)",Individual & Family Services,0.6239066123962402
"PORT, SHIPPING AND MARITIME-RELATED CONSULTANCY SERVICES",Shipbuilding,0.602634608745575
UNIVERSITIES,Higher Education,0.7081695199012756
COLOUR SEPARATION,Photography,0.2543467581272125
DENTAL SERVICES,Hospital & Health Care,0.5116164684295654
RATTAN PROCESSING,Paper & Forest Products,0.28123825788497925
WHOLESALE BANKS,Banking,0.6833804845809937
MANUFACTURE OF PHARMACEUTICAL PRODUCTS FOR VETERINARY USE,Pharmaceuticals,0.5517750978469849
FOREIGN EMBASSIES AND TRADE REPRESENTATIVE OFFICES,International Trade & Development,0.49657756090164185
MANUFACTURE OF FUEL CELLS,Semiconductors,0.39404135942459106
INTER-COUNTRY BUS SERVICES,Transportation/Trucking/Railroad,0.361848920583725
ACTIVITIES OF POLITICAL ORGANISATIONS,Civic & Social Organization,0.6666156053543091
POLICE,Security & Investigations,0.49905356764793396
"RETAIL SALE OF BOOKS, NEWSPAPERS AND STATIONERY (INCLUDING NEWSVENDORS)",Luxury Goods & Jewelry,0.5003364086151123
LAUNDRY AND DRY CLEANING SERVICES EXCEPT SELF-OPERATED LAUNDRIES,Apparel & Fashion,0.4686870276927948
RETAIL SALE OF JEWELLERY MADE FROM PRECIOUS METALS AND STONES,Luxury Goods & Jewelry,0.6620638966560364
OTHER MANUFACTURING INDUSTRIES N.E.C.,Mechanical or Industrial Engineering,0.5452487468719482
OTHER CONSTRUCTION INSTALLATION N.E.C.,Construction,0.5653069615364075
WHOLESALE OF JEWELLERY MADE FROM PRECIOUS METALS AND STONES,Luxury Goods & Jewelry,0.6510642766952515
PHARMACIES AND DRUG STORES (WESTERN),Pharmaceuticals,0.5532341599464417
REAL ESTATE AGENCIES AND VALUATION SERVICES,Commercial Real Estate,0.4893311560153961
"WHOLESALE OF FURNITURE (INCLUDING MATTRESSES, CUSHIONS)",Wholesale,0.6405810713768005
WHOLESALE OF SPORTING GOODS AND EQUIPMENT (INCLUDING BICYCLES AND HEALTHCARE EQUIPMENT),Wholesale,0.6633203029632568
"WHOLESALE OF GENERAL HARDWARE (EG LOCKS, HINGES)",Business Supplies & Equipment,0.5217773914337158
WHOLESALE OF RUBBER (INCLUDING RUBBER BROKERS),Wholesale,0.594296932220459
MANUFACTURE OF OTHER TEXTILES N.E.C. (EG UPHOLSTERY FILLING),Textiles,0.6248701810836792
PAWNBROKERAGE,Investment Banking,0.5836222767829895
"SHIPPING COMPANIES, INCLUDING CHARTERING OF SHIPS AND BOATS WITH CREW (FREIGHT)",Shipbuilding,0.5070518255233765
"SPINNING, WEAVING AND FINISHING OF TEXTILES",Textiles,0.7243478894233704
"MANUFACTURE OF SOAP, DETERGENTS, WASHING AND OTHER CLEANING PREPARATIONS",Chemicals,0.4218541085720062
WHOLESALE OF TELECOMMUNICATIONS EQUIPMENT (EXCLUDING HANDPHONES),Business Supplies & Equipment,0.5627353191375732
"PUBLISHING OF JOURNALS, PERIODICALS AND MAGAZINES",Publishing,0.7009545564651489
MANUFACTURE OF MECHANICAL WATCHES AND CLOCKS,Mechanical or Industrial Engineering,0.4231265187263489
"WIRED TELECOMMUNICATIONS NETWORK OPERATION (INCLUDING FIXED-LINE, FIBRE OPTICS, LOCAL/INTERNATIONAL PSTN AND LEASED CIRCUITS)",Telecommunications,0.5795609354972839
"MANUFACTURE OF CARDS, ENVELOPES AND STATIONERY, UNPRINTED",Printing,0.5978885889053345
"IMPORT, EXPORT AND CREDIT INSURANCE",International Trade & Development,0.5602443218231201
DEPARTMENT STORES,Retail,0.7019241452217102
REPAIR AND MAINTENANCE OF OFFICE MACHINERY AND EQUIPMENT,Business Supplies & Equipment,0.615454912185669
"MANUFACTURE OF KITCHEN AND HOUSEHOLD UTENSILS (EG STEEL SHELF, SHOWCASE COUNTERS, KITCHEN TROLLEYS DISPLAY RACKS, SINK BOWLS AND OTHER CUSTOMISED KITCHEN EQUIPMENT)",Business Supplies & Equipment,0.4685280919075012
"WHOLESALE OF LOGS, SAWN TIMBER, PLYWOOD AND RELATED PRODUCTS",Wholesale,0.5987046957015991
WHOLESALE OF FUELS AND RELATED PRODUCTS,Wholesale,0.6329878568649292
PACKAGING ACTIVITIES,Packaging & Containers,0.7452651858329773
GENERAL CONTRACTORS (BUILDING CONSTRUCTION INCLUDING MAJOR UPGRADING WORKS),Construction,0.5882798433303833
"ENGINEERING DESIGN AND CONSULTANCY SERVICES SUPPORTING MINING, OIL AND GAS EXTRACTION AND OFFSHORE EXPLORATION ACTIVITIES",Civil Engineering,0.4736049175262451
MANUFACTURE OF ELECTRO-MECHANICAL WATCHES AND CLOCKS (EG WATCHES AND CLOCKS WITH MOVING PARTS AND BATTERY),Consumer Electronics,0.4004867672920227
BOOK-KEEPING SERVICES (EXCLUDING ONLINE MARKETPLACES),Financial Services,0.46567657589912415
MANUFACTURE OF PAINTS,Chemicals,0.3860967755317688
MANUFACTURE OF INDUSTRIAL AND MECHANICAL RUBBER GOODS,Paper & Forest Products,0.45856600999832153
"MANUFACTURE OF CORDAGE, ROPE, TWINE AND NETTING",Textiles,0.5240401029586792
COMMUNICATIONS AND POWER LINE CONSTRUCTION,Utilities,0.39181482791900635
"MANUFACTURE AND REPAIR OF ELECTRIC MOTORS, GENERATORS, TRANSFORMERS AND ELECTRICITY DISTRIBUTION AND CONTROL APPARATUS N.E.C. (EG BUSBAR TRUNKING)",Electrical and Electronics,0.5471268892288208
ENVIRONMENTAL ENGINEERING DESIGN AND CONSULTANCY SERVICES (EXCEPT CLEAN ENERGY),Environmental Services,0.6703741550445557
CHILD CARE SERVICES FOR PRE-SCHOOL CHILDREN (INCLUDING INFANT CARE SERVICES),Individual & Family Services,0.5647521615028381
RENTING OF ATTIRE (EG COSTUMES),Apparel & Fashion,0.44657570123672485
WHOLESALE OF SERVICE ESTABLISHMENT EQUIPMENT AND SUPPLIES (EG BEAUTY SALON EQUIPMENT),Business Supplies & Equipment,0.676000714302063
NEWS AGENCY ACTIVITIES,Public Relations & Communications,0.5847690105438232
MANUFACTURE OF COKE OVEN PRODUCTS,Mining & Metals,0.3283733129501343
STORAGE FOR DANGEROUS GOODS,Packaging & Containers,0.4702368378639221
PRESERVATION OF WOOD,Paper & Forest Products,0.5717086791992188
PRINTING OF NEWSPAPERS,Printing,0.693938136100769
MANUFACTURE AND REPAIR OF PLASTIC PROCESSING MACHINERY,Plastics,0.5044848918914795
"WHOLESALE OF A GENERAL LINE (WIDE RANGE) OF GROCERIES (E.G. CEREALS, SUGAR, EDIBLE OILS, SAUCES AND DAIRY PRODUCTS)",Wholesale,0.6432146430015564
DUPLICATING AND PHOTO-COPYING SERVICES,Information Services,0.39045271277427673
"AGENTS FOR ARTISTES, ATHLETES, MODELS AND OTHER PERFORMERS",Marketing & Advertising,0.3993834853172302
"FORESTRY, LOGGING AND RELATED SERVICE ACTIVITIES",Paper & Forest Products,0.5386826992034912
PORT OPERATORS,Maritime,0.4197053611278534
REPRESENTATIVE OFFICES OF FOREIGN AIRLINES,Airlines/Aviation,0.5436526536941528
MANUFACTURE OF OTHER NON-METALLIC MINERAL PRODUCTS N.E.C. (EG GRAPHITE PRODUCTS),Mining & Metals,0.5491443872451782
REPRESENTATIVE OFFICES OF FOREIGN BANKS,Banking,0.5365147590637207
"TRAINING COURSES FOR WHOLESALE TRADE, LOGISTICS AND TRANSPORT",Logistics & Supply Chain,0.6224029064178467
MANAGEMENT CONSULTANCY SERVICES,Management Consulting,0.8551498651504517
FOOD KIOSKS MAINLY FOR TAKEAWAY AND DELIVERY,Food & Beverages,0.5562154650688171
IRON AND STEEL FOUNDRIES,Mining & Metals,0.681218147277832
WHOLESALE OF ICE-CREAM,Wholesale,0.6247968673706055
PERFORMING ARTS VENUE OPERATION,Performing Arts,0.5871111154556274
WHOLESALE OF ELECTRICAL AND WIRING ACCESSORIES,Business Supplies & Equipment,0.6175882816314697
PROCESSING AND PRESERVING OF MEAT AND MEAT PRODUCTS N.E.C.,Food Production,0.5166120529174805
GENERAL WAREHOUSING,Warehousing,0.888383686542511
"OTHER FINANCIAL SERVICE ACTIVITIES, EXCEPT INSURANCE AND PENSION FUNDING ACTIVITIES N.E.C.",Financial Services,0.5325626134872437
MANUFACTURE AND REPAIR OF OTHER GENERAL PURPOSE MACHINERY AND EQUIPMENT EXCEPT ELECTRICAL AND ELECTRONIC N.E.C.,Machinery,0.5084272623062134
EDUCATIONAL SUPPORT SERVICES N.E.C. (EXCLUDING ONLINE MARKETPLACES),Individual & Family Services,0.49396640062332153
"WHOLESALE OF COMPUTER ACCESSORIES (EG MEMORY CARDS, COMPUTER CABLES)",Business Supplies & Equipment,0.5872979164123535
HEAT TREATMENT FOR METALS,Mining & Metals,0.4771635830402374
"MANUFACTURE OF MACHINE TOOL ACCESSORIES (EG SMALL CUTTING TOOLS, PRECISION MEASURING TOOLS AND OTHER ATTACHMENTS SUCH AS TOOL HOLDERS)",Business Supplies & Equipment,0.5305048227310181
"TRAINING COURSES FOR MUSIC, DANCING, ART, SPEECH AND DRAMA",Performing Arts,0.5369571447372437
MANUFACTURE AND REPAIR OF LIFTING AND HANDLING EQUIPMENT N.E.C. (INCLUDING CONVEYING SYSTEMS AND INDUSTRIAL AUTOMATED SYSTEMS),Industrial Automation,0.5162025690078735
"MANUFACTURE AND REPAIR OF MACHINERY AND MACHINE-TOOLS - METAL CUTTING TYPES (EG LATHES, MILLING MACHINES, SHAPING MACHINES)",Mechanical or Industrial Engineering,0.5730917453765869
INFRASTRUCTURE ENGINEERING DESIGN AND CONSULTANCY SERVICES,Civil Engineering,0.5464192032814026
WHOLESALE OF COCONUT,Wholesale,0.6407581567764282
GROWING OF FOOD CROPS (NON-HYDROPONICS) N.E.C.,Food Production,0.6099953651428223
MANUFACTURE OF TYRES AND TUBES,Transportation/Trucking/Railroad,0.3759536147117615
WHOLESALE OF OFFICE MACHINES AND EQUIPMENT (INCLUDING ACCESSORIES),Business Supplies & Equipment,0.6977851390838623
REAL ESTATE ACTIVITIES ON A FEE OR COMMISSION BASIS N.E.C. (EXCLUDING ONLINE MARKETPLACES),Commercial Real Estate,0.5652545690536499
MANUFACTURE OF OTHER FABRICATED METAL PRODUCTS N.E.C. (INCLUDING VOICE COIL MAGNETS),Mining & Metals,0.4580622911453247
WHOLESALE OF MOTORCYCLES AND SCOOTERS,Wholesale,0.6037391424179077
MANUFACTURE OF PLASTIC PRODUCTS N.E.C. (EXCEPT PLASTIC FOOTWEAR AND TOYS),Plastics,0.6194089651107788
PEST CONTROL SERVICES NOT IN CONNECTION WITH AGRICULTURE,Environmental Services,0.4155336022377014
MANUFACTURE AND REPAIR OF MEASURING DEVICES (EG METERS),Consumer Electronics,0.45393842458724976
ACUTE HOSPITALS,Hospital & Health Care,0.7439217567443848
PUBLIC ADMINISTRATION OF ECONOMIC AND SOCIAL PROGRAMMES,Government Administration,0.6245671510696411
INSTALLATION OF THERMAL AND SOUND INSULATION (INCLUDING SOLAR CONTROL FILMS),Utilities,0.3099813163280487
FACTORING COMPANIES,Market Research,0.41579508781433105
"MANUFACTURE OF SPORTING AND ATHLETIC GOODS (INCLUDING GYM, DIVING AND UNDERWATER EQUIPMENT)",Sporting Goods,0.6082643270492554
MOTOR VEHICLE TOWING SERVICES,Package/Freight Delivery,0.502346396446228
