PRIMARY_SSIC_DESCRIPTION,PREDICTED_L1,CONFIDENCE
ACTIVITIES AUXILIARY TO FUND MANAGEMENT ACTIVITIES (EG INDEPENDENT FUND ADMINISTRATION FIRMS),Financial Services,0.5411535501480103
RETAIL SALE OF LIGHTING AND LIGHTING ACCESSORIES,Retail,0.5256783962249756
RETAIL SALE OF GAMES AND TOYS,Retail,0.556023359298706
BROKERAGE AND CONSULTANCY SERVICES OF INTELLECTUAL PROPERTY ASSETS,Legal Services,0.4533112645149231
MANUFACTURE OF PRIMARY BATTERIES,Semiconductors,0.30526620149612427
MANUFACTURE OF MAN-MADE FIBRES EXCEPT GLASS,Building Materials,0.49378496408462524
ONLINE MARKETPLACES FOR HEALTH SERVICES,Consumer Services,0.44871968030929565
MANUFACTURE AND REPAIR OF ROBOTS N.E.C.,Industrial Automation,0.4540017247200012
"TRUSTS, FUNDS AND SIMILAR FINANCIAL ENTITIES (EG COLLECTIVE PORTFOLIO INVESTMENT FUNDS (EXCLUDING THOSE WITH RENTAL INCOME))",Financial Services,0.4408774971961975
CARPARK MANAGEMENT AND OPERATION SERVICES,Facilities Services,0.47965317964553833
RETAIL SALE OF PHARMACEUTICAL AND MEDICAL GOODS N.E.C.,Retail,0.5551190376281738
"MANUFACTURE OF LAMINBOARD, PARTICLE BOARD AND OTHER PANELS AND BOARDS N.E.C.",Paper & Forest Products,0.41125625371932983
"RETAIL SALE OF AUTOMOTIVE FUEL (EG PETROL KIOSKS, CNG REFILLING STATIONS)",Logistics & Supply Chain,0.4593626856803894
MANUFACTURE AND REPAIR OF OIL RIGS,Shipbuilding,0.490695059299469
TELECOMMUNICATIONS RESELLERS/THIRD PARTY TELECOMMUNICATIONS PROVIDERS (INCLUDING VALUE-ADDED NETWORK OPERATORS),Telecommunications,0.6089580655097961
"OPERATION OF SPORTS FACILITIES N.E.C. (EG BOWLING ALLEYS, TENNIS CENTRES, BILLIARD HALLS, FOOTBALL STADIUM)",Facilities Services,0.587984561920166
COMPUTER FACILITIES MANAGEMENT ACTIVITIES,Facilities Services,0.5557825565338135
RENTING OF COMPUTERS AND PERIPHERAL EQUIPMENT,Business Supplies & Equipment,0.5703492760658264
GROWING OF MUSHROOMS,Food Production,0.4558831453323364
AMUSEMENT THEME PARKS,Recreational Facilities & Services,0.6172007918357849
MANUFACTURE OF CORRUGATED PAPER AND PAPERBOARD,Paper & Forest Products,0.6313307881355286
MANUFACTURE AND REPAIR OF INDUSTRIAL ROBOTS (INCLUDING AUTOMATED GUIDED VEHICLES (AGVS)),Industrial Automation,0.5341260433197021
MANUFACTURE OF BONDING TOOLS,Construction,0.3607954978942871
RETREADING AND VULCANISING OF TYRES,Textiles,0.21838322281837463
MANUFACTURE OF MILITARY FIGHTING VEHICLES,Defense & Space,0.4469612240791321
MANUFACTURE AND REPAIR OF SERVICE ROBOTS,Industrial Automation,0.4826801121234894
"MANUFACTURE OF PIEZO-ELECTRIC DEVICES (E.G. QUARTZ CRYSTALS, QUARTZ CRYSTAL FILTERS, DELAY LINES)",Semiconductors,0.4001576900482178
GOAT FARMS (INCLUDING GOAT'S MILK PRODUCTION),Food Production,0.4630431532859802
"MANUFACTURE OF PAPER CUPS, PLATES AND UTENSILS",Paper & Forest Products,0.5195664763450623
HINDU/SIKH TEMPLES,Religious Institutions,0.5201771855354309
OTHER HOSPITALS N.E.C. (EG PSYCHIATRIC HOSPITAL),Hospital & Health Care,0.6320950984954834
TIMESHARING SERVICE ACTIVITIES,Facilities Services,0.45957517623901367
HOTELS,Restaurants,0.6273601651191711
CHINESE MEDICINE SHOPS,Alternative Medicine,0.5090998411178589
RESTAURANTS,Restaurants,1.0
"RETAIL SALE OF FURNITURE (INCLUDING MATTRESSES, CUSHIONS)",Wholesale,0.4781036972999573
WHOLESALE OF MEDICINE AND HERBS (OTHER THAN WESTERN),Wholesale,0.5002238750457764
"RETAIL SALE OF MUSIC AND VIDEO RECORDINGS (E.G. DVDS, BLU-RAY DISCS)",Retail,0.46967270970344543
REPAIR OF OTHER PERSONAL AND HOUSEHOLD GOODS N.E.C. (EXCLUDING ONLINE MARKETPLACES),Business Supplies & Equipment,0.5190265774726868
"MANUFACTURE OF STRUCTURAL METAL PRODUCTS N.E.C. (EG METAL SECTIONS, CORRUGATED SHEETS)",Mining & Metals,0.4846090078353882
TANNING AND DRESSING OF LEATHER; DRESSING AND DYEING OF FUR,Textiles,0.445465087890625
"MANUFACTURE OF CURTAINS, PILLOW CASES, BED SHEETS AND BED SPREADS",Textiles,0.524513840675354
WHOLESALE OF PACKAGING MATERIALS,Wholesale,0.6427416801452637
"SOCIAL SERVICES WITHOUT ACCOMMODATION FOR CHILDREN, YOUTH AND FAMILIES N.E.C.",Individual & Family Services,0.4828062355518341
REAL ESTATE DEVELOPERS,Commercial Real Estate,0.697161853313446
QUANTITY SURVEYING SERVICES,Facilities Services,0.4825272262096405
"REPAIR OF AUDIO AND VIDEO EQUIPMENT (E.G. TELEVISION SETS, SPEAKERS AND DVD PLAYERS)",Consumer Electronics,0.45832639932632446
WHOLESALE OF COMPUTER GAMES (INCLUDING ELECTRONIC GAMES AND VIDEO GAME CONSOLES),Wholesale,0.5249612927436829
WHOLESALE OF TOBACCO PRODUCTS,Wholesale,0.6081666946411133
GENERAL BUILDING ENGINEERING DESIGN AND CONSULTANCY SERVICES,Architecture & Planning,0.5739713311195374
MANUFACTURE OF FIBREGLASS AND FIBREGLASS PRODUCTS,Paper & Forest Products,0.42800283432006836
MANUFACTURE OF FURNITURE N.E.C.,Furniture,0.5157297253608704
SHIP MANAGEMENT SERVICES,Shipbuilding,0.5710502862930298
FOOD CATERERS,Restaurants,0.6239697933197021
"MANUFACTURE OF FURNITURE OF OTHER MATERIALS EXCEPT PRIMARILY OF STONE, CERAMIC OR CONCRETE",Building Materials,0.5995756387710571
RETAIL SALE OF SPECTACLES AND OTHER OPTICAL GOODS,Luxury Goods & Jewelry,0.5241154432296753
"REPAIR OF DOMESTIC ELECTRICAL/ELECTRONIC APPLIANCES EXCEPT AUDIO AND VIDEO EQUIPMENT (EG REFRIGERATORS, WASHING MACHINES AND ROOM AIR-CONDITIONERS)",Consumer Electronics,0.47019898891448975
"MANUFACTURE AND REPAIR OF ENGINES AND TURBINES EXCEPT AIRCRAFT, VEHICLE, CYCLE AND MARINE ENGINES",Mechanical or Industrial Engineering,0.499297559261322
REPAIR OF BICYCLES AND TRICYCLES,Machinery,0.3325234651565552
"FOUNDATION WORKS (INCLUDING MICROPILING, CONVENTIONAL PILING AND UNDERPINNING)",Building Materials,0.44091087579727173
"MANUFACTURE AND REPAIR OF SWITCHGEAR AND SWITCHBOARD APPARATUS (INCLUDING SWITCHES, CIRCUIT BREAKERS AND ELECTRICAL CONTROL PANELS)",Electrical and Electronics,0.46696731448173523
EMPLOYMENT AGENCIES (EXCLUDING DOMESTIC WORKER EMPLOYMENT PLACEMENT AGENCIES AND ONLINE MARKETPLACES),Individual & Family Services,0.37516433000564575
MANUFACTURE AND REPAIR OF METAL-FORMING MACHINERY AND MACHINE TOOLS N.E.C. (INCLUDING METALWORKING MACHINERY),Machinery,0.5321671962738037
OTHER HOLDING COMPANIES,Capital Markets,0.4546012878417969
MANAGEMENT CONSULTANCY SERVICES N.E.C.,Management Consulting,0.7244641780853271
RENTING OF OFFICE MACHINERY AND EQUIPMENT,Business Supplies & Equipment,0.6442185044288635
"CLEANING OF SWIMMING POOLS, SPAS AND FOUNTAINS",Environmental Services,0.4276459813117981
"TELEVISION PROGRAMMING AND BROADCASTING (INCLUDING CABLE, SATELLITE, TERRESTRIAL TELEVISION, INTERNET AND MOBILE)",Broadcast Media,0.6617555618286133
"MANUFACTURE OF ULTRAPURE ELECTRONIC CHEMICALS, MATERIALS AND LAMINATES",Semiconductors,0.5312619209289551
"OTHER SURVEYING SERVICES N.E.C. (EG GEOPHYSICAL, GEOLOGIC, SEISMIC, HYDROGRAPHIC SURVEYING SERVICES)",Environmental Services,0.4925900399684906
DIALYSIS SERVICES,Hospital & Health Care,0.5234732031822205
BRANCHES OF FOREIGN AIRLINES (FREIGHT),Airlines/Aviation,0.4795994162559509
RETAIL SALE OF PERSONAL EFFECTS N.E.C.,Luxury Goods & Jewelry,0.5299283862113953
MOVIE PROJECTION ACTIVITIES (INCLUDING CINEMAS),Motion Pictures & Film,0.4982313811779022
"PREPARING, CANNING AND PRESERVING OF LIVESTOCK AND LIVESTOCK PRODUCTS (INCLUDING LARD AND OTHER EDIBLE ANIMAL FATS)",Food Production,0.5397324562072754
MANAGEMENT CONSULTANCY SERVICES FOR HEALTHCARE ORGANISATIONS,Management Consulting,0.7365967035293579
"DISTRIBUTION OF TELEVISION PROGRAMMES (E.G. DRAMAS, VARIETY SHOWS AND DOCUMENTARIES)",Broadcast Media,0.5559004545211792
TRANSLATION SERVICES,Translation & Localization,0.6057838797569275
TEACHERS' TRAINING INSTITUTE,Professional Training & Coaching,0.5288658142089844
CLASSIFICATION SOCIETIES,Civic & Social Organization,0.55823814868927
OTHER ANIMAL PRODUCTION N.E.C.,Food Production,0.6201024055480957
MANUFACTURE OF BIOFUELS,Food Production,0.48349982500076294
ACTIVITIES OF TRADE UNIONS,Civic & Social Organization,0.4589163064956665
"MANUFACTURE OF PESTICIDES AND OTHER AGRO-CHEMICAL PRODUCTS (INCLUDING INSECTICIDES, HERBICIDES AND DISINFECTANTS)",Food Production,0.47575607895851135
MANUFACTURE OF INEDIBLE VEGETABLE AND ANIMAL OILS AND FATS,Food Production,0.4680328667163849
"MANUFACTURE OF TOBACCO PRODUCTS N.E.C. (E.G. CIGARS, LOOSE TOBACCO)",Paper & Forest Products,0.45989346504211426
"MANUFACTURE OF MACARONI, NOODLES, VERMICELLI AND OTHER RELATED PRODUCTS",Food & Beverages,0.4794948995113373
WHOLESALE OF PAINTS (INCLUDING VARNISHES AND SUPPLIES),Wholesale,0.5525945425033569
"MANUFACTURE OF OTHER ARTICLES OF PAPER AND PAPERBOARD N.E.C. (EG PAPIER MACHE, WALLPAPER)",Paper & Forest Products,0.610791802406311
RETAIL SALE OF CLOTHING FOR ADULTS,Apparel & Fashion,0.6172506213188171
"RENTING AND LEASING OF FURNITURE, UTENSILS AND ELECTRONIC EQUIPMENT FOR HOUSEHOLD USE",Business Supplies & Equipment,0.553685188293457
WHOLESALE OF LIGHTING AND LIGHTING ACCESSORIES,Wholesale,0.6504577994346619
ENGINEERING DESIGN AND CONSULTANCY ACTIVITIES N.E.C.,Management Consulting,0.5079951286315918
REPAIR OF FOOTWEAR AND LEATHER GOODS,Textiles,0.41440871357917786
MANUFACTURE OF PLASTIC CABLE TIES,Plastics,0.4181710183620453
RETAIL SALE OF TOBACCO PRODUCTS,Paper & Forest Products,0.4533815383911133
OTHER CANNING AND PRESERVING OF FRUITS AND FRUIT JUICES,Food Production,0.43381333351135254
WHOLESALE OF MOTOR VEHICLES EXCEPT MOTORCYCLES AND SCOOTERS,Wholesale,0.5656517744064331
WHOLESALE OF HANDICRAFTS AND GIFTS,Wholesale,0.6756488084793091
"NIGHT CLUBS, DISCOTHEQUES, DANCE CLUBS AND KARAOKE LOUNGES",Restaurants,0.47800737619400024
SAWMILLING AND PLANING OF WOOD N.E.C.,Paper & Forest Products,0.51117342710495
MARINE SURVEYING SERVICES OTHER THAN CLASSIFICATION SOCIETIES,Environmental Services,0.4644271731376648
"MANUFACTURE OF TELECOMMUNICATIONS APPARATUS (EG PBX EQUIPMENT, TELEPHONES EXCEPT CELLULAR)",Telecommunications,0.6397475004196167
"MANUFACTURE OF ELECTRICAL HOUSEHOLD APPLIANCES (EG REFRIGERATORS, HOT PLATES, TOASTERS, FOOD MIXERS, COOKERS, HAIR DRYERS, FANS, SHAVERS)",Consumer Electronics,0.5825275182723999
CONTAINER DEPOT SERVICES,Logistics & Supply Chain,0.5704315304756165
MANUFACTURE OF BASIC IRON AND STEEL N.E.C. (INCLUDING SMELTING),Mining & Metals,0.5912880301475525
"MANUFACTURE OF OTHER MADE-UP HOUSE FURNISHINGS (EG NAPKINS, TABLE CLOTHS)",Paper & Forest Products,0.5232247710227966
WHOLESALE OF COMMERCIAL FOOD SERVICE EQUIPMENT (EG HOTEL KITCHEN EQUIPMENT),Business Supplies & Equipment,0.6085848808288574
TRAVEL AGENCIES AND TOUR OPERATORS (MAINLY INBOUND),"Leisure, Travel & Tourism",0.6111949682235718
PLASTIC PRODUCT SERVICES,Plastics,0.7371187806129456
MANUFACTURE OF OPTICAL INSTRUMENTS AND PHOTOGRAPHIC EQUIPMENT N.E.C.,Photography,0.4699707627296448
METAL STAMPINGS EXCEPT METAL CAPS,Plastics,0.3750532567501068
MANUFACTURE OF PHARMACEUTICAL INTERMEDIATES AND FINE CHEMICALS FOR HUMAN USE,Chemicals,0.5526558756828308
MANUFACTURE AND REPAIR OF MACHINERY FOR BEVERAGE PRODUCTION,Machinery,0.5326281189918518
"MANUFACTURE OF PLASTIC BOTTLES, BOXES AND CONTAINERS (EXCEPT FOR HOUSEHOLD USE)",Plastics,0.588986873626709
"GAME ARCADE, ONLINE GAME AGGREGATOR, LAN GAME OPERATORS AND GAMING CENTRES",Computer Games,0.5768265724182129
CLEARING AND SETTLEMENT OF FINANCIAL INSTRUMENTS,Banking,0.4674411416053772
"GENERAL INSURANCE (EXCEPT MARINE AND IMPORT, EXPORT & CREDIT INSURANCE)-",Insurance,0.6473159790039062
MANUFACTURE OF BASIC CHEMICALS EXCEPT FERTILISERS AND NITROGEN,Chemicals,0.45130932331085205
PROCESSING AND PRESERVING OF SEAFOOD,Fishery,0.5164240598678589
MANUFACTURE OF SUGAR AND SUGAR PRODUCTS,Food Production,0.47142478823661804
STRUCTURAL REPAIR CONTRACTORS,Construction,0.5475502014160156
PROVIDENT FUNDING,Financial Services,0.48399612307548523
"WHOLESALE OF OTHER INTERMEDIATE PRODUCTS, WASTE AND SCRAP N.E.C.",Wholesale,0.6579407453536987
MANUFACTURE AND REPAIR OF METAL ADDITIVE MANUFACTURING (AM) EQUIPMENT (INCLUDING METAL POWDER),Mining & Metals,0.3950556218624115
"LEASING OF NON-FINANCIAL INTANGIBLE ASSETS (EG PATENTS, TRADEMARKS, BRAND NAMES ETC)",Business Supplies & Equipment,0.3750397861003876
MANUFACTURE OF MILK POWDER,Dairy,0.45410749316215515
"MANUFACTURE AND REPAIR OF REFRIGERATING, AIR-CONDITIONING AND VENTILATING MACHINERY AND EQUIPMENT EXCEPT HOUSEHOLD REFRIGERATORS",Machinery,0.4779854714870453
SHIPPING AGENCIES (FREIGHT),Package/Freight Delivery,0.7529751658439636
"RESIDENTIAL (OTHER THAN TOWN COUNCILS), COMMERCIAL AND INDUSTRIAL REAL ESTATE MANAGEMENT",Commercial Real Estate,0.5629878044128418
WHOLESALE OF PETROCHEMICAL PRODUCTS,Wholesale,0.608151912689209
WHOLESALE OF PET BIRDS AND ANIMALS (INCLUDING FOOD AND ACCESSORIES),Wholesale,0.5968571901321411
PASSENGER FERRY SERVICES,Package/Freight Delivery,0.42631298303604126
EXCAVATION AND EARTHMOVING WORKS,Civil Engineering,0.5784449577331543
MANUFACTURE OF PRINTERS,Printing,0.732206404209137
RECYCLING OF NON-METAL WASTE N.E.C. (EG MARINE CLAY AND OIL SLUDGE),Environmental Services,0.3204801082611084
WEDDING AND RELATED ACTIVITIES (INCLUDING BRIDAL STUDIOS AND WEDDING PLANNERS),"Leisure, Travel & Tourism",0.5095874071121216
STALLS (INCLUDING PUSHCARTS) SELLING OTHER COMMODITIES (OTHER THAN UNCOOKED FOOD),Food & Beverages,0.47614598274230957
OTHER CLEANING SERVICES N.E.C. (EXCLUDING ONLINE MARKETPLACES),Environmental Services,0.46454691886901855
SELF-OPERATED LAUNDRIES,Utilities,0.38916587829589844
"MANUFACTURE OF SOFT DRINKS, PRODUCTION OF MINERAL WATERS (INCLUDING CARBONATED WATERS, SOYA BEAN MILK, BARLEY WATER, CHRYSANTHEMUM WATER)",Food Production,0.514473021030426
SOCIAL SERVICES FOR PERSONS WITH DISABILITIES (E.G. DAY ACTIVITY CENTRES FOR PEOPLE WITH DISABILITIES),Recreational Facilities & Services,0.5662586688995361
FISHING IN KELONGS,Fishery,0.5184327960014343
MANUFACTURE OF FULLY ELECTRONIC WATCHES AND CLOCKS,Consumer Electronics,0.46299684047698975
"MANUFACTURE OF SOCKS, STOCKINGS AND OTHER HOSIERY",Apparel & Fashion,0.6143397092819214
"ETHNIC ASSOCIATIONS (INCLUDING CLAN ASSOCIATIONS, HUAY KUANS)",Civic & Social Organization,0.48415887355804443
CAPTIVE MANAGERS,Management Consulting,0.4508103132247925
"OTHER PLACES OF DETENTION, CORRECTION AND REHABILITATION",Recreational Facilities & Services,0.5087696313858032
"RETAIL SALE OF HARDWARE (EG CHAINS, CHANGKOLS, AXES)",Business Supplies & Equipment,0.5659433603286743
"MINI-MARTS, CONVENIENCE STORES AND PROVISION SHOPS",Retail,0.4601772725582123
MANUFACTURE OF PERFUMES AND FRAGRANCES,Apparel & Fashion,0.49570319056510925
"INSTALLATION OF INDUSTRIAL MACHINERY AND EQUIPMENT, MECHANICAL ENGINEERING WORKS",Mechanical or Industrial Engineering,0.6075167655944824
"RETAIL SALE OF BAGS, LUGGAGE AND TRAVEL ACCESSORIES",Luxury Goods & Jewelry,0.5752863883972168
RETAIL SALE OF FRUITS AND VEGETABLES,Consumer Goods,0.4946795701980591
"RETAIL SALE OF MEAT, POULTRY, EGGS AND SEAFOOD",Food & Beverages,0.5467493534088135
WRECKING AND DEMOLITION WORKS,Construction,0.6158148646354675
WHOLESALE OF CHEMICAL FERTILISERS,Wholesale,0.48665517568588257
WHOLESALE OF ADULTS' CLOTHING,Wholesale,0.6522606611251831
CONSTRUCTION OF OTHER CIVIL ENGINEERING PROJECTS N.E.C. (EG PLAYGROUND SYSTEMS),Civil Engineering,0.6052018404006958
WHOLESALE OF CUT FLOWERS AND PLANTS,Wholesale,0.5404889583587646
WHOLESALE OF TROPICAL PRODUCE N.E.C.,Wholesale,0.5730228424072266
"RETAIL SALE OF FURNISHINGS (EG CURTAINS, CARPETS, PILLOW CASES)",Luxury Goods & Jewelry,0.5279456973075867
HAIRDRESSING SALONS/SHOPS (INCLUDING BARBER SHOPS),Restaurants,0.42936861515045166
MANUFACTURE OF FOAM RUBBER PRODUCTS (EXCLUDING FOAM RUBBER MATTRESSES),Paper & Forest Products,0.4144150912761688
WHOLESALE OF PARTS AND ACCESSORIES FOR VEHICLES,Wholesale,0.6331464052200317
WHOLESALE OF METALS AND METAL ORES (EG STEEL PIPES) EXCEPT GENERAL HARDWARE,Business Supplies & Equipment,0.5349586009979248
RETAIL SALE OF SPECIFIC COMMODITIES N.E.C.,Consumer Goods,0.5934634208679199
PHOTOGRAPHIC ACTIVITIES,Photography,0.7856141328811646
ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS OF OTHER DOMESTIC PERSONNEL (EG HOUSEKEEPERS),Individual & Family Services,0.38818010687828064
GROWING OF OTHER CROPS,Food Production,0.679863452911377
NON-FERROUS METAL FOUNDRIES,Mining & Metals,0.5474473237991333
OTHER SPECIALISED OFFICE SUPPORT ACTIVITIES N.E.C.,Facilities Services,0.5161327123641968
MANUFACTURE OF CONTAINERS AND BOXES OF PAPER AND PAPERBOARD,Paper & Forest Products,0.6159276962280273
MANUFACTURE OF OTHER FOOD PRODUCTS N.E.C. (EXCEPT FOOD CHEMICALS AND ADDITIVES),Food Production,0.5870208144187927
"PRINTING OF PERIODICALS, BOOKS AND MAGAZINES",Printing,0.6825949549674988
ADVERTISING ACTIVITIES,Marketing & Advertising,0.7366786599159241
"MANUFACTURE OF METAL DOORS, WINDOW AND DOOR FRAMES, GRILLES AND GRATINGS",Mining & Metals,0.45496395230293274
RENTAL AND LEASING OF FREIGHT LAND TRANSPORT VEHICLE (E.G. LORRIES AND TRUCKS) WITH DRIVER,Package/Freight Delivery,0.4808274507522583
GROWING OF ORCHIDS,Food Production,0.3354828953742981
"MANUFACTURE OF DIES, MOULDS, TOOLS, JIGS AND FIXTURES",Mechanical or Industrial Engineering,0.4888836145401001
INFORMATION TECHNOLOGY CYBERSECURITY CONSULTANCY,Information Technology & Services,0.5545860528945923
MANUFACTURE AND ASSEMBLY OF AIRCRAFT AND SPACECRAFT (INCLUDING AIRCRAFT ENGINES AND OTHER PARTS),Mechanical or Industrial Engineering,0.5131309032440186
MANUFACTURE OF WAXES AND POLISHES AND DEODORISING PREPARATIONS,Cosmetics,0.42541518807411194
MANUFACTURE AND REPAIR OF WEAPONS AND AMMUNITION (EG ORDNANCE AND ACCESSORIES),Mechanical or Industrial Engineering,0.5151352286338806
DOMESTIC/HOUSEHOLD CLEANING SERVICES (EXCLUDING ONLINE MARKETPLACES),Consumer Services,0.38492244482040405
MANUFACTURE OF MUSICAL INSTRUMENTS,Machinery,0.41545820236206055
MANUFACTURE OF TELECOMMUNICATIONS CABLES AND WIRES,Telecommunications,0.5839839577674866
CURTAIN WALLING/CLADDING WORKS,Building Materials,0.39817526936531067
MOBILE CELLULAR AND OTHER WIRELESS TELECOMMUNICATIONS NETWORK OPERATION,Telecommunications,0.6142235398292542
MANUFACTURE OF CHOCOLATE AND CHOCOLATE PRODUCTS,Food Production,0.4233463406562805
EXAMINATION AND ACCREDITATION AGENCIES FOR EDUCATION SERVICES,Education Management,0.5398609638214111
RESIDENTIAL CARE SERVICES FOR THE ELDERLY (EG HOME FOR THE AGED),Facilities Services,0.5883381962776184
MANUFACTURE OF MALT LIQUORS AND MALT (EG BEER AND STOUT),Wine & Spirits,0.44417738914489746
AGROTECHNOLOGY CONSULTANCY SERVICES,Food Production,0.45235753059387207
JUDICIARY AND RELATED SERVICES,Legal Services,0.654486894607544
MANUFACTURE OF STARCHES AND STARCH PRODUCTS,Food Production,0.4571314752101898
"LANDSCAPE PLANTING, CARE AND MAINTENANCE SERVICE ACTIVITIES (EG GARDEN INSTALLATION AND MAINTENANCE, GRASS CUTTING, TREE FELLING, PRUNING)",Environmental Services,0.493841290473938
SALVAGING OF DISTRESSED VESSELS AND CARGOS,Shipbuilding,0.515099287033081
MANUFACTURE OF PLASTIC PIPES AND TUBES,Plastics,0.5171598196029663
AGRICULTURAL AND ANIMAL HUSBANDRY SERVICE ACTIVITIES EXCEPT VETERINARY ACTIVITIES,Veterinary,0.47636091709136963
FULL BANKS,Banking,0.6557203531265259
ROOFING WORKS (INCLUDING TIMBER CARCASSING),Building Materials,0.40767374634742737
GROWING OF LEAFY AND FRUIT VEGETABLES,Food Production,0.54868483543396
AIRPORT TERMINAL SERVICES (E.G. GROUND SERVICE ACTIVITIES),Facilities Services,0.5344235897064209
MANUFACTURE OF CONDENSED AND EVAPORATED MILK (INCLUDING PASTEURISING AND BOTTLING OF FLUID MILK),Dairy,0.4714178442955017
RENTING AND LEASING OF PROFESSIONAL RADIO AND TELEVISION SETS AND SOUND REPRODUCING AND RECORDING EQUIPMENT,Business Supplies & Equipment,0.49630993604660034
"MANUFACTURE OF OTHER CHEMICAL PRODUCTS N.E.C. (EG GELATIN AND DERIVATIVES, LAUNDRY BLUE, EXPLOSIVES, PROCESSED SALTS, INDUSTRIAL STARCH, INCENSE AND JOSS STICKS, CAMPHOR PRODUCTS)",Chemicals,0.5136564373970032
CLINICS AND OTHER GENERAL MEDICAL SERVICES (NON-WESTERN),Hospital & Health Care,0.6464778184890747
RETAIL SALE OF SPARE PARTS AND ACCESSORIES FOR MOTOR VEHICLES,Business Supplies & Equipment,0.5448553562164307
MASSAGE PARLOURS AND FOOT REFLEXOLOGY,Medical Practice,0.5085676908493042
EXHIBITION ORGANISERS,Events Services,0.5214953422546387
"BEAUTY SALONS AND SPAS (INCLUDING SLIMMING, SKIN CARE AND HAIR CARE CENTRES)","Leisure, Travel & Tourism",0.48780351877212524
WHOLESALE OF FOOTWEAR,Wholesale,0.6564791798591614
WHOLESALE OF BOOKS AND MAGAZINES,Wholesale,0.6286356449127197
"TRUSTEE, FIDUCIARY AND CUSTODY SERVICES FIRMS (INCLUDING NOMINEE COMPANIES, TRUSTEES AND REIT TRUSTEES)",Legal Services,0.5272956490516663
CHURCHES,Religious Institutions,0.7737246155738831
SHIP BROKERING SERVICES,Package/Freight Delivery,0.5505976676940918
MANUFACTURE OF BASIC INDUSTRIAL ACIDS AND ALKALIS,Building Materials,0.3285970091819763
RETAIL SALE OF COMPUTER AND OFFICE EQUIPMENT CONSUMABLES (EG PRINTER CARTRIDGES),Business Supplies & Equipment,0.6025317907333374
WHOLESALE OF COMPUTER SOFTWARE (EXCEPT GAMES AND CYBERSECURITY SOFTWARE),Wholesale,0.418313205242157
MANUFACTURE OF METAL PIPES AND TUBES,Mining & Metals,0.49475741386413574
MEDICAL LABORATORIES (E.G. BLOOD ANALYSIS LABORATORIES),Medical Devices,0.5169806480407715
MANUFACTURE OF BAKERY PRODUCTS N.E.C.,Food & Beverages,0.48747217655181885
STEVEDORING SERVICES,Facilities Services,0.5419537425041199
HOSTING SERVICES BY NON-DATA CENTRES,Outsourcing/Offshoring,0.36395734548568726
AIRCRAFT CHARTERING WITH OPERATOR,Airlines/Aviation,0.341700941324234
OTHER INFORMATION SERVICE ACTIVITIES N.E.C.,Information Services,0.7118166089057922
DEVELOPMENT OF SOFTWARE FOR CYBERSECURITY,Computer & Network Security,0.493094801902771
PROCESSING OF NATURAL GAS,Food Production,0.3302139639854431
MANUFACTURE OF SOLAR WAFERS,Semiconductors,0.4897540211677551
BUILDING COMPLETION AND FINISHING N.E.C.,Construction,0.6102685928344727
QUARRYING OF SAND AND CLAY,Mining & Metals,0.45422497391700745
"MANUFACTURE AND ASSEMBLY OF BICYCLES, TRICYCLES, TRISHAWS AND INVALID CARRIAGES (INCLUDING PARTS AND ACCESSORIES)",Machinery,0.442055344581604
TRAVEL AGENCIES AND TOUR OPERATORS (MAINLY OUTBOUND),"Leisure, Travel & Tourism",0.5794291496276855
"MANUFACTURE OF INKS, DYESTUFFS, PIGMENTS AND CARBON BLACK",Printing,0.5107510089874268
MANUFACTURE OF KNITTED AND CROCHETED FABRICS AND LACES,Textiles,0.6681401133537292
MANUFACTURE OF OFFICE MACHINERY AND EQUIPMENT (EXCEPT COMPUTERS AND PERIPHERAL EQUIPMENT),Business Supplies & Equipment,0.6573275923728943
MANUFACTURE OF PIPE FITTINGS,Shipbuilding,0.3863600194454193
GLASS AND GLAZING WORKS (INCLUDING MIRROR AND SHOWER SCREEN INSTALLATION),Cosmetics,0.16972169280052185
INSURANCE BROKERS,Insurance,0.6484774351119995
CRUDE PETROLEUM AND NATURAL GAS PRODUCTION,Oil & Energy,0.744074285030365
SHIP BUNKERING,Shipbuilding,0.6264004707336426
RESEARCH AND EXPERIMENTAL DEVELOPMENT ON SOCIAL SCIENCES AND HUMANITIES,Research,0.4737224578857422
RETAIL SALE OF ANTIQUES AND WORKS OF ART,Luxury Goods & Jewelry,0.6016724705696106
"MANUFACTURE AND REPAIR OF PUMPS, COMPRESSORS, TAPS AND VALVES N.E.C.",Mechanical or Industrial Engineering,0.49471163749694824
BRANCHES OF FOREIGN SHIPPING LINES,Shipbuilding,0.47908610105514526
"RENTING OF OTHER MACHINERY, EQUIPMENT AND TANGIBLE GOODS N.E.C. (EXCLUDING ONLINE MARKETPLACES)",Business Supplies & Equipment,0.5693256855010986
CARE SERVICES FOR PETS AND ANIMALS,Facilities Services,0.566174328327179
"WHOLESALE OF PAPER, PAPER AND CELLOPHANE PRODUCTS AND STATIONERY N.E.C.",Wholesale,0.6057751178741455
AIRLINES (FREIGHT),Airlines/Aviation,0.74830162525177
MANUFACTURE AND REPAIR OF IRRADIATION AND ELECTROMEDICAL EQUIPMENT AND INSTRUMENTS,Medical Devices,0.50222247838974
